cp|http://pubs.opengroup.org/onlinepubs/9699919799/utilities/cp.html
mv|http://pubs.opengroup.org/onlinepubs/9699919799/utilities/mv.html
find|http://pubs.opengroup.org/onlinepubs/9699919799/utilities/find.html
ls|http://pubs.opengroup.org/onlinepubs/9699919799/utilities/ls.html
m4|http://pubs.opengroup.org/onlinepubs/9699919799/utilities/m4.html
make|http://pubs.opengroup.org/onlinepubs/9699919799/utilities/make.html
pax|http://pubs.opengroup.org/onlinepubs/9699919799/utilities/pax.html
